Post_ID,Handle,Likes,Comments,Engagement,Hashtags,Post_Date,Sentiment_Score,Context
POST018852,@globe_9fde,14992,930,15922,#DigitalNomad #Adventure #TravelBlogger #SoloTravel,29-03-2024,-0.7741,"Your questions, answered! Deep dive in the caption."
POST018853,@tech_h4o0j7,89336,2738,92074,#DevOps #DataScience #AI,09-04-2024,-0.6185,"Your questions, answered! Deep dive in the caption."
POST018854,@trend_t6ft,21552,1058,22610,#Sustainable #Vintage #FashionBlogger,19-01-2024,0.0913,This is what most people get wrong about fashion.
POST018855,@ai_uxsf3,83539,861,84400,#Tech #MachineLearning #OpenSource #DataScience,06-09-2025,-0.0013,Day 9 of my journey — here's what I learned today.
POST018856,@build_mruwn,29694,490,30184,#AI #Tech #Python #SaaS #DataScience,25-03-2025,0.7392,"Your questions, answered! Deep dive in the caption."
POST018857,@gym_7qv,11194,771,11965,#HealthyLifestyle #GymLife #FitnessMotivation,16-07-2024,0.1814,I tested this for 30 days. Here are the results 🔥
POST018858,@chic_h8tof,108660,7476,116136,#Trending #Streetwear #StyleTips,27-07-2025,-0.0005,"Not sponsored, just genuinely love this. Here's my honest take."
POST018859,@look_713t,23837,440,24277,#StyleInspo #Sustainable #FashionWeek,01-11-2024,-0.2042,This is what most people get wrong about fashion.
POST018860,@explore_yf9,12576,336,12912,#TravelBlogger #Explore #TravelPhotography #Wanderlust #DigitalNomad #BudgetTravel,11-01-2025,-0.6672,Excited to share this with you all! Drop your thoughts below 👇
POST018861,@fit_phj,46169,2172,48341,#Yoga #PersonalTrainer #Marathon #FitFam #WorkoutRoutine,08-10-2025,-0.1061,"Your questions, answered! Deep dive in the caption."
POST018862,@glam_ht60ku,34257,618,34875,#StyleTips #FashionBlogger #Trending #Sustainable #OOTD,24-06-2024,0.2887,"Your questions, answered! Deep dive in the caption."
POST018863,@roam_eyk,4431,239,4670,#Adventure #Backpacker #BudgetTravel #SoloTravel #HiddenGems,14-06-2025,-0.6985,I tested this for 30 days. Here are the results 🔥
POST018864,@build_nx39rb,222797,10362,233159,#DevOps #Tech #OpenSource #CloudComputing #Python,05-02-2024,0.2552,Day 45 of my journey — here's what I learned today.
POST018865,@explore_tab,12057,650,12707,#TravelPhotography #Wanderlust #Backpacker #Adventure,13-07-2025,-0.8115,Grateful for every one of you. Hit the link in bio for more!
POST018866,@code_td0yvi,19364,881,20245,#Python #Tech #SaaS #OpenSource #DevOps,24-08-2024,-0.1599,Grateful for every one of you. Hit the link in bio for more!
POST018867,@foodie_4qwl,4637,119,4756,#RecipeOfTheDay #HomeCooking #MealPrep,08-02-2025,-0.8296,Excited to share this with you all! Drop your thoughts below 👇
POST018868,@chic_pah,71024,3414,74438,#StyleTips #StyleInspo #FashionWeek #Streetwear #Trending #FashionBlogger,06-04-2024,0.7722,Day 85 of my journey — here's what I learned today.
POST018869,@drift_2wlnb9,23262,773,24035,#BudgetTravel #Adventure #Wanderlust #TravelPhotography #Backpacker,15-05-2024,0.3635,Day 81 of my journey — here's what I learned today.
POST018870,@drift_qoj3,49398,2414,51812,#Wanderlust #Adventure #TravelPhotography #TravelBlogger #SoloTravel,04-03-2025,-0.2379,This changed everything for me. Swipe to see the full story.
POST018871,@trend_qr0j,115419,5841,121260,#OOTD #Trending #LuxuryFashion,15-03-2024,0.0531,"Your questions, answered! Deep dive in the caption."
POST018872,@run_lbc8n,29291,718,30009,#Marathon #HealthyLifestyle #GymLife,13-03-2024,-0.0196,Excited to share this with you all! Drop your thoughts below 👇
POST018873,@cloud_eenm,37989,1501,39490,#MachineLearning #CloudComputing #DevOps #SaaS,22-07-2024,0.4754,Grateful for every one of you. Hit the link in bio for more!
POST018874,@style_8u0d,35090,1516,36606,#Vintage #StyleInspo #Trending #LuxuryFashion,26-05-2025,0.7508,I tested this for 30 days. Here are the results 🔥
POST018875,@glam_pcpohz,81587,3335,84922,#OOTD #FashionBlogger #LuxuryFashion #StyleInspo,27-10-2024,0.0508,"Your questions, answered! Deep dive in the caption."
POST018876,@cloud_7bm41q,90206,4003,94209,#MachineLearning #DataScience #OpenSource,20-02-2024,-0.5459,This is what most people get wrong about tech.
POST018877,@taste_yawx,8968,329,9297,#HomeCooking #EatLocal #RecipeOfTheDay #MealPrep #FoodBlogger,29-06-2025,0.0487,This is what most people get wrong about food.
POST018878,@explore_nyng5f,6212,114,6326,#Backpacker #TravelBlogger #Adventure #HiddenGems #SoloTravel,08-04-2024,-0.6598,POV: You finally figured out travel. Life-changing.
POST018879,@wander_rc0s,18487,1029,19516,#Wanderlust #Explore #HiddenGems #SoloTravel #TravelBlogger,07-04-2025,-0.6844,This changed everything for me. Swipe to see the full story.
POST018880,@tech_2p5,519966,9962,529928,#DataScience #DevOps #MachineLearning #AI #CloudComputing,20-04-2025,0.6139,"Your questions, answered! Deep dive in the caption."
POST018881,@trend_w5jjz,9313,110,9423,#Trending #Sustainable #Vintage #StyleTips #StyleInspo,01-05-2025,0.4019,"Behind the scenes of my latest project. Real work, real results."
POST018882,@vogue_emtkpl,24949,1848,26797,#OOTD #LuxuryFashion #Vintage #Sustainable,23-05-2025,-0.4073,This is what most people get wrong about fashion.
POST018883,@trend_sjnefp,23540,1525,25065,#Streetwear #StyleTips #FashionBlogger #LuxuryFashion #Trending,04-12-2024,-0.5135,I tested this for 30 days. Here are the results 🔥
POST018884,@roam_j8r,7986,268,8254,#BudgetTravel #Wanderlust #Adventure #SoloTravel,04-07-2025,-0.959,Grateful for every one of you. Hit the link in bio for more!
POST018885,@glam_be5,26614,1492,28106,#Trending #Sustainable #StyleInspo #Vintage #StyleTips,24-05-2025,0.756,POV: You finally figured out fashion. Life-changing.
POST018886,@code_8aw,75597,853,76450,#OpenSource #Startup #Python,05-10-2025,0.4035,This changed everything for me. Swipe to see the full story.
POST018887,@dev_tolqga,31489,1895,33384,#DataScience #OpenSource #MachineLearning #Tech #Startup #SaaS,11-07-2025,-0.047,This changed everything for me. Swipe to see the full story.
POST018888,@lift_zrar,26098,387,26485,#FitFam #GymLife #HealthyLifestyle #WorkoutRoutine #Marathon,16-09-2024,0.5698,"Your questions, answered! Deep dive in the caption."
POST018889,@saas_iwot,59890,2015,61905,#Startup #Python #Tech #SaaS #CloudComputing #MachineLearning,09-09-2025,0.0166,I tested this for 30 days. Here are the results 🔥
POST018890,@gains_viv1,12762,899,13661,#FitnessMotivation #HealthyLifestyle #GymLife #WorkoutRoutine,30-05-2025,-0.2422,"Not sponsored, just genuinely love this. Here's my honest take."
POST018891,@saas_gjjgaw,43989,2629,46618,#OpenSource #Startup #Tech #DevOps #MachineLearning #DataScience,30-06-2025,-0.9244,POV: You finally figured out tech. Life-changing.
POST018892,@vogue_iune6w,9583,632,10215,#FashionBlogger #OOTD #Vintage,08-12-2025,-0.4556,Grateful for every one of you. Hit the link in bio for more!
POST018893,@voyage_n5h,8895,303,9198,#Backpacker #BudgetTravel #SoloTravel #Adventure,27-06-2024,-0.8964,"Behind the scenes of my latest project. Real work, real results."
POST018894,@dev_p0w0,111392,3950,115342,#Tech #MachineLearning #DevOps #DataScience,01-12-2025,-0.6506,This is what most people get wrong about tech.
POST018895,@gains_91jgj,2016,70,2086,#Yoga #Marathon #PersonalTrainer #GymLife,21-10-2025,-0.783,This changed everything for me. Swipe to see the full story.
POST018896,@yummy_328,7416,109,7525,#Yummy #FoodBlogger #MealPrep #HealthyEating,07-10-2025,0.8247,"Behind the scenes of my latest project. Real work, real results."
POST018897,@drift_whzfq,3913,272,4185,#SoloTravel #Adventure #Wanderlust #TravelBlogger #HiddenGems,08-06-2025,0.8489,Excited to share this with you all! Drop your thoughts below 👇
POST018898,@saas_hdlz,90957,4576,95533,#AI #OpenSource #DevOps #SaaS #Tech,26-04-2025,-0.7881,Grateful for every one of you. Hit the link in bio for more!
POST018899,@sweat_byd1rk,14865,744,15609,#HealthyLifestyle #FitFam #Yoga #Gains #CrossFit #WorkoutRoutine,24-02-2025,0.7725,This is what most people get wrong about fitness.
POST018900,@saas_1ijo,68321,3800,72121,#Python #MachineLearning #OpenSource #AI #Startup #DevOps,19-01-2025,0.3959,I tested this for 30 days. Here are the results 🔥
POST018901,@globe_on4qvk,21782,671,22453,#DigitalNomad #BudgetTravel #TravelBlogger #Explore,26-10-2025,0.8587,I tested this for 30 days. Here are the results 🔥
POST018902,@data_e0kum,142250,11068,153318,#DevOps #Tech #AI #OpenSource #Python,07-08-2024,-0.1573,This is what most people get wrong about tech.
POST018903,@build_wbmn,38069,827,38896,#DataScience #AI #CloudComputing,19-10-2024,0.6128,Excited to share this with you all! Drop your thoughts below 👇
POST018904,@build_taij8,80203,3359,83562,#Startup #AI #DataScience #Python,19-11-2025,0.7209,"Behind the scenes of my latest project. Real work, real results."
POST018905,@glam_uo8,12478,520,12998,#Streetwear #FashionWeek #StyleInspo #OOTD #StyleTips,28-01-2025,0.4038,This is what most people get wrong about fashion.
POST018906,@chic_fo33h3,5203,105,5308,#Sustainable #FashionBlogger #StyleInspo #Vintage #Streetwear,11-08-2024,0.0873,"Not sponsored, just genuinely love this. Here's my honest take."
POST018907,@trend_qybu9z,55107,1543,56650,#OOTD #StyleTips #Sustainable,27-06-2024,-0.9177,Day 72 of my journey — here's what I learned today.
POST018908,@yummy_4cr6,13846,598,14444,#HealthyEating #Foodie #Yummy #FoodBlogger #FoodPhotography #RecipeOfTheDay,01-12-2025,-0.7408,This changed everything for me. Swipe to see the full story.
POST018909,@roam_cr6,6989,249,7238,#Adventure #Wanderlust #Backpacker,21-02-2025,0.8796,Excited to share this with you all! Drop your thoughts below 👇
POST018910,@mode_h1v,64654,1991,66645,#FashionBlogger #FashionWeek #Vintage #Streetwear #Sustainable,27-09-2025,0.3966,Excited to share this with you all! Drop your thoughts below 👇
POST018911,@vogue_1ej,80304,6314,86618,#FashionBlogger #StyleTips #Streetwear #FashionWeek #Vintage,19-08-2024,0.9749,Excited to share this with you all! Drop your thoughts below 👇
POST018912,@dev_399q6,305337,14877,320214,#SaaS #OpenSource #MachineLearning,08-02-2025,0.3189,POV: You finally figured out tech. Life-changing.
POST018913,@saas_cpck2,28628,1962,30590,#DevOps #DataScience #CloudComputing #SaaS #Startup #OpenSource,08-09-2025,0.0814,Grateful for every one of you. Hit the link in bio for more!
POST018914,@glam_037,21147,1605,22752,#LuxuryFashion #Trending #OOTD #StyleInspo #FashionBlogger,01-12-2024,-0.8894,"Your questions, answered! Deep dive in the caption."
POST018915,@gains_yc920,2605,93,2698,#CrossFit #PersonalTrainer #Yoga #FitFam #WorkoutRoutine,25-11-2024,-0.3824,Excited to share this with you all! Drop your thoughts below 👇
POST018916,@cloud_y0ep98,28895,658,29553,#CloudComputing #Tech #AI #MachineLearning #Startup,15-04-2025,-0.3481,"Your questions, answered! Deep dive in the caption."
POST018917,@chic_hns,15113,1171,16284,#StyleInspo #Vintage #Trending #OOTD,22-03-2025,-0.5033,I tested this for 30 days. Here are the results 🔥
POST018918,@code_mcj,217952,7116,225068,#Tech #OpenSource #Startup #MachineLearning,22-03-2024,-0.0624,"Behind the scenes of my latest project. Real work, real results."
POST018919,@style_ec41,37422,741,38163,#OOTD #FashionBlogger #Sustainable #StyleInspo #Streetwear,04-03-2025,0.749,"Behind the scenes of my latest project. Real work, real results."
POST018920,@chef_shusdc,7121,230,7351,#RecipeOfTheDay #Yummy #EatLocal,26-09-2024,-0.7721,I tested this for 30 days. Here are the results 🔥
POST018921,@lift_uacyc,42687,1653,44340,#HealthyLifestyle #CrossFit #WorkoutRoutine #PersonalTrainer #Marathon #Gains,26-06-2025,-0.7835,Day 70 of my journey — here's what I learned today.
POST018922,@gym_13z,34680,2162,36842,#Marathon #HealthyLifestyle #Gains #PersonalTrainer #GymLife #FitnessMotivation,22-07-2025,-0.0537,"Not sponsored, just genuinely love this. Here's my honest take."
POST018923,@voyage_iert,15388,1215,16603,#TravelPhotography #HiddenGems #TravelBlogger,26-09-2025,-0.0626,"Behind the scenes of my latest project. Real work, real results."
POST018924,@fit_yz28c,47602,2403,50005,#WorkoutRoutine #PersonalTrainer #Marathon,14-01-2025,0.4228,"Behind the scenes of my latest project. Real work, real results."
POST018925,@ai_ve0g,36860,2144,39004,#CloudComputing #AI #OpenSource,08-07-2025,0.6431,I tested this for 30 days. Here are the results 🔥
POST018926,@ai_gsvm,68169,3821,71990,#SaaS #DevOps #MachineLearning #Python #OpenSource,18-10-2024,-0.3901,POV: You finally figured out tech. Life-changing.
POST018927,@grind_fl40,62052,3577,65629,#FitFam #PersonalTrainer #CrossFit #WorkoutRoutine,25-03-2024,-0.768,"Behind the scenes of my latest project. Real work, real results."
POST018928,@data_rq5,118057,8223,126280,#MachineLearning #Python #Tech #DevOps,23-06-2025,-0.4015,Day 63 of my journey — here's what I learned today.
POST018929,@drift_fzt,8917,344,9261,#BudgetTravel #Explore #TravelBlogger #Backpacker,28-02-2025,-0.2453,This changed everything for me. Swipe to see the full story.
POST018930,@globe_fzns,5281,414,5695,#TravelBlogger #DigitalNomad #Backpacker #Wanderlust,21-03-2024,-0.6421,This is what most people get wrong about travel.
POST018931,@taste_s35h1l,1891,58,1949,#HomeCooking #RecipeOfTheDay #Foodie #EatLocal #Yummy,12-02-2024,0.8027,POV: You finally figured out food. Life-changing.
POST018932,@drift_zq48e,14290,1138,15428,#SoloTravel #TravelBlogger #Explore,02-11-2025,-0.0531,Day 76 of my journey — here's what I learned today.
POST018933,@sweat_s8q8n,63305,2313,65618,#PersonalTrainer #Marathon #Yoga #GymLife #FitFam #CrossFit,16-11-2025,-0.438,Grateful for every one of you. Hit the link in bio for more!
POST018934,@look_6u4o,22533,1210,23743,#Sustainable #StyleTips #FashionBlogger,27-11-2024,-0.4686,This changed everything for me. Swipe to see the full story.
POST018935,@build_flipt,132703,7379,140082,#DevOps #OpenSource #Tech #Startup,26-01-2024,0.9381,This is what most people get wrong about tech.
POST018936,@style_1c4u,58862,918,59780,#FashionWeek #Streetwear #Vintage #StyleTips,04-02-2024,-0.1953,"Your questions, answered! Deep dive in the caption."
POST018937,@fit_9ee7my,2883,39,2922,#Marathon #GymLife #Yoga #HealthyLifestyle,19-07-2025,0.6074,Grateful for every one of you. Hit the link in bio for more!
POST018938,@code_p7y6,20821,239,21060,#OpenSource #MachineLearning #Tech #DevOps #SaaS #Python,20-04-2024,-0.7785,I tested this for 30 days. Here are the results 🔥
POST018939,@build_dmi08w,202118,12211,214329,#DataScience #AI #CloudComputing #Python,08-05-2025,-0.2807,This changed everything for me. Swipe to see the full story.
POST018940,@build_jck,28473,1313,29786,#Python #OpenSource #CloudComputing #Startup #MachineLearning,25-12-2025,0.7918,Grateful for every one of you. Hit the link in bio for more!
POST018941,@cloud_sa28,23569,1177,24746,#Python #SaaS #DataScience #Tech,15-01-2025,0.6159,This changed everything for me. Swipe to see the full story.
POST018942,@run_96as6t,6435,448,6883,#GymLife #Marathon #FitnessMotivation #FitFam #CrossFit,28-03-2024,0.8392,Excited to share this with you all! Drop your thoughts below 👇
POST018943,@style_p9m,42227,1293,43520,#Vintage #OOTD #LuxuryFashion #Trending,29-04-2025,-0.5014,"Behind the scenes of my latest project. Real work, real results."
POST018944,@data_5kz1mk,195294,7330,202624,#DataScience #DevOps #Python,02-10-2025,-0.6033,This changed everything for me. Swipe to see the full story.
POST018945,@run_tnx290,73347,1011,74358,#Gains #Yoga #PersonalTrainer #Marathon,10-08-2024,-0.8552,POV: You finally figured out fitness. Life-changing.
POST018946,@chic_hta4,171701,10734,182435,#Streetwear #Vintage #StyleInspo #StyleTips #Sustainable #FashionBlogger,26-11-2024,-0.8266,Day 19 of my journey — here's what I learned today.
POST018947,@saas_unh2zn,65702,5034,70736,#MachineLearning #Tech #DevOps #DataScience #CloudComputing #Python,18-09-2025,-0.8462,"Behind the scenes of my latest project. Real work, real results."
POST018948,@roam_wllk,19837,549,20386,#Explore #BudgetTravel #TravelPhotography #Adventure #HiddenGems #Backpacker,26-03-2024,-0.6379,"Your questions, answered! Deep dive in the caption."
POST018949,@gym_5sxd1m,67473,3649,71122,#Marathon #CrossFit #HealthyLifestyle #FitFam #PersonalTrainer,24-08-2024,0.0691,This is what most people get wrong about fitness.
POST018950,@glam_nyt,45665,1471,47136,#StyleInspo #FashionWeek #FashionBlogger,09-03-2025,0.9904,This changed everything for me. Swipe to see the full story.
POST018951,@chic_3glp26,3882,79,3961,#OOTD #StyleInspo #Vintage #FashionWeek,17-03-2024,0.9497,Grateful for every one of you. Hit the link in bio for more!
POST018952,@cloud_kgx,64856,1735,66591,#AI #CloudComputing #Tech #MachineLearning #Python,26-02-2025,-0.6711,POV: You finally figured out tech. Life-changing.
POST018953,@chic_94a,6337,270,6607,#OOTD #Sustainable #FashionWeek #StyleTips,30-05-2024,-0.7997,Excited to share this with you all! Drop your thoughts below 👇
POST018954,@drift_zq48e,6511,306,6817,#SoloTravel #Adventure #Wanderlust,12-12-2025,0.9873,This changed everything for me. Swipe to see the full story.
